Ball,Runs,Bowler,Batsman,Speed,Pitch Length,Pitch Line
28.2,1,I Tahir,E Morgan,91.5 km/h,full length,outside off stump.
28.1,0,I Tahir,E Morgan,91.5 km/h,good length,going down leg.
27.6,1,A Markram,E Morgan,89.1 km/h,full length,just outside off stump.
27.5,0,A Markram,E Morgan,84.8 km/h,full length,on middle stump.
27.4,0,A Markram,E Morgan,93.0 km/h,full length,on middle stump.
27.3,0,A Markram,E Morgan,89.6 km/h,good length,just outside off stump.
27.2,0,A Markram,E Morgan,90.2 km/h,full length,on middle stump.
27.1,1,A Markram,B Stokes,87.4 km/h,good length,on off stump.
26.6,2,JP Duminy,E Morgan,87.8 km/h,short length,outside off stump.
26.5,4,JP Duminy,E Morgan,84.3 km/h,good length,going down leg.
26.4,1,JP Duminy,B Stokes,80.7 km/h,full length,outside off stump.
26.3,1,JP Duminy,E Morgan,91.0 km/h,short length,outside off stump.
26.2,1,JP Duminy,B Stokes,79.9 km/h,good length,going down leg.
26.1,1,JP Duminy,E Morgan,81.0 km/h,good length,going down leg.
25.6,0,L Ngidi,B Stokes,117.4 km/h,good length,just outside off stump.
25.5,1,L Ngidi,E Morgan,116.1 km/h,good length,outside off stump.
25.4,0,L Ngidi,E Morgan,136.1 km/h,full length,just outside off stump.
25.3,6,L Ngidi,E Morgan,137.2 km/h,short length,going down leg.
25.2,6,L Ngidi,E Morgan,139.8 km/h,good length,outside off stump.
25.1,0,L Ngidi,E Morgan,135.4 km/h,good length,outside off stump.
24.6,0,JP Duminy,B Stokes,80.7 km/h,good length,going down leg.
24.5,1,JP Duminy,E Morgan,80.7 km/h,good length,just outside off stump.
24.4,1,JP Duminy,B Stokes,80.4 km/h,good length,going down leg.
24.3,0,JP Duminy,B Stokes,80.9 km/h,good length,on middle stump.
24.2,2,JP Duminy,B Stokes,80.9 km/h,full length,going down leg.
24.1,0,JP Duminy,B Stokes,80.9 km/h,good length,on off stump.
23.6,0,L Ngidi,E Morgan,115.0 km/h,good length,on middle stump.
23.5,0,L Ngidi,E Morgan,135.7 km/h,full length,just outside off stump.
23.4,0,L Ngidi,E Morgan,133.9 km/h,full length,just outside off stump.
23.3,0,L Ngidi,E Morgan,133.7 km/h,short length,on off stump.
22.2,1,I Tahir,B Stokes,83.9 km/h,full toss,just outside off stump.
23.2,4,L Ngidi,E Morgan,137.1 km/h,full length,on off stump.
23.1,1,L Ngidi,B Stokes,134.2 km/h,good length,outside off stump.
22.6,1,I Tahir,B Stokes,92.8 km/h,full length,going down leg.
22.5,0,I Tahir,B Stokes,84.3 km/h,good length,on leg stump.
22.4,2,I Tahir,B Stokes,92.0 km/h,good length,going down leg.
22.3,1,I Tahir,E Morgan,78.1 km/h,full length,outside off stump.
22.1,1,I Tahir,E Morgan,95.6 km/h,good length,on middle stump.
21.6,0,K Rabada,B Stokes,120.0 km/h,good length,outside off stump.
21.5,1,K Rabada,E Morgan,139.6 km/h,good length,just outside off stump.
21.4,1,K Rabada,B Stokes,145.0 km/h,full toss,just outside off stump.
21.3,1,K Rabada,E Morgan,143.7 km/h,short length,going down leg.
21.2,1,K Rabada,B Stokes,138.8 km/h,short length,just outside off stump.
21.1,0,K Rabada,B Stokes,136.5 km/h,good length,just outside off stump.
21.1,1Wd,K Rabada,B Stokes,,,
20.6,1,I Tahir,B Stokes,91.6 km/h,good length,going down leg.
20.5,0,I Tahir,B Stokes,83.5 km/h,good length,on off stump.
20.4,1,I Tahir,E Morgan,88.0 km/h,short length,outside off stump.
20.3,0,I Tahir,E Morgan,91.5 km/h,good length,on off stump.
20.2,0,I Tahir,E Morgan,88.0 km/h,good length,just outside off stump.
20.1,1,I Tahir,B Stokes,83.8 km/h,good length,on middle stump.
19.6,0,K Rabada,E Morgan,136.3 km/h,good length,just outside off stump.
19.5,0,K Rabada,E Morgan,143.1 km/h,good length,just outside off stump.
19.4,1,K Rabada,B Stokes,141.2 km/h,good length,on off stump.
19.3,0,K Rabada,B Stokes,140.1 km/h,good length,outside off stump.
19.2,0,K Rabada,B Stokes,138.7 km/h,full length,just outside off stump.
19.1,W,K Rabada,J Root,136.8 km/h,good length,outside off stump.
18.6,4,A Phehlukwayo,E Morgan,128.4 km/h,full length,outside off stump.
18.5,0,A Phehlukwayo,E Morgan,132.7 km/h,full length,outside off stump.
18.4,W,A Phehlukwayo,J Roy,136.0 km/h,short length,outside off stump.
18.3,4,A Phehlukwayo,J Roy,131.8 km/h,full length,on off stump.
18.2,1,A Phehlukwayo,J Root,129.9 km/h,good length,on middle stump.
18.1,0,A Phehlukwayo,J Root,129.5 km/h,good length,on middle stump.
17.6,1,D Pretorius,J Root,128.7 km/h,good length,on middle stump.
17.5,0,D Pretorius,J Root,126.5 km/h,good length,just outside off stump.
17.4,0,D Pretorius,J Root,130.6 km/h,good length,just outside off stump.
17.3,1,D Pretorius,J Roy,127.9 km/h,full length,just outside off stump.
17.2,0,D Pretorius,J Roy,128.0 km/h,short length,on off stump.
17.1,0,D Pretorius,J Roy,125.9 km/h,good length,just outside off stump.
16.6,1Lb,A Phehlukwayo,J Roy,,,
16.5,1,A Phehlukwayo,J Root,128.5 km/h,good length,on off stump.
16.4,0,A Phehlukwayo,J Root,129.1 km/h,good length,on off stump.
16.3,0,A Phehlukwayo,J Root,131.3 km/h,good length,just outside off stump.
16.2,1,A Phehlukwayo,J Roy,133.2 km/h,good length,on middle stump.
16.1,1,A Phehlukwayo,J Root,127.8 km/h,short length,just outside off stump.
15.6,0,D Pretorius,J Roy,128.1 km/h,good length,on off stump.
15.5,1,D Pretorius,J Root,129.3 km/h,good length,on off stump.
15.4,2,D Pretorius,J Root,130.4 km/h,short length,just outside off stump.
15.3,1,D Pretorius,J Roy,127.9 km/h,full length,going down leg.
15.2,4,D Pretorius,J Roy,109.8 km/h,short length,just outside off stump.
15.1,1,D Pretorius,J Root,137.1 km/h,short length,just outside off stump.
14.6,1,A Phehlukwayo,J Root,128.1 km/h,full length,just outside off stump.
14.5,0,A Phehlukwayo,J Root,129.4 km/h,full length,just outside off stump.
14.4,1,A Phehlukwayo,J Roy,126.3 km/h,full length,just outside off stump.
14.3,0,A Phehlukwayo,J Roy,129.9 km/h,short length,outside off stump.
14.2,1,A Phehlukwayo,J Root,129.3 km/h,short length,just outside off stump.
14.1,1,A Phehlukwayo,J Roy,128.2 km/h,short length,on off stump.
13.6,1,D Pretorius,J Roy,129.0 km/h,good length,on off stump.
13.5,0,D Pretorius,J Roy,129.5 km/h,good length,just outside off stump.
13.4,1,D Pretorius,J Root,130.3 km/h,short length,on middle stump.
13.3,1,D Pretorius,J Roy,110.8 km/h,good length,on middle stump.
13.2,1,D Pretorius,J Root,128.2 km/h,good length,just outside off stump.
13.1,0,D Pretorius,J Root,129.9 km/h,full length,on off stump.
12.6,4,K Rabada,J Roy,142.1 km/h,short length,just outside off stump.
12.5,0,K Rabada,J Roy,143.1 km/h,good length,just outside off stump.
12.4,0,K Rabada,J Roy,143.0 km/h,short length,just outside off stump.
12.3,2,K Rabada,J Roy,143.1 km/h,short length,outside off stump.
12.2,0,K Rabada,J Roy,139.1 km/h,short length,on leg stump.
12.1,1,K Rabada,J Root,139.7 km/h,short length,just outside off stump.
11.6,0,D Pretorius,J Roy,130.2 km/h,good length,just outside off stump.
11.5,4,D Pretorius,J Roy,130.0 km/h,short length,outside off stump.
11.4,0,D Pretorius,J Roy,125.6 km/h,full length,just outside off stump.
11.3,0,D Pretorius,J Roy,131.7 km/h,good length,just outside off stump.
11.2,0,D Pretorius,J Roy,130.8 km/h,short length,just outside off stump.
11.1,0,D Pretorius,J Roy,128.7 km/h,full length,just outside off stump.
10.6,0,K Rabada,J Root,150.2 km/h,full length,just outside off stump.
10.5,1,K Rabada,J Roy,146.0 km/h,full toss,on middle stump.
10.4,1,K Rabada,J Root,143.3 km/h,good length,just outside off stump.
10.3,2,K Rabada,J Root,144.3 km/h,good length,on middle stump.
10.2,4,K Rabada,J Root,146.3 km/h,good length,on off stump.
10.1,0,K Rabada,J Root,140.6 km/h,good length,just outside off stump.
9.6,1,D Pretorius,J Root,130.9 km/h,short length,just outside off stump.
9.5,1,D Pretorius,J Roy,134.8 km/h,short length,going down leg.
9.4,0,D Pretorius,J Roy,124.9 km/h,good length,outside off stump.
9.3,1,D Pretorius,J Root,129.6 km/h,short length,on leg stump.
9.2,0,D Pretorius,J Root,127.6 km/h,good length,just outside off stump.
9.1,2,D Pretorius,J Root,123.2 km/h,good length,on off stump.
8.6,1,K Rabada,J Root,140.7 km/h,short length,on middle stump.
8.5,0,K Rabada,J Root,144.6 km/h,short length,outside off stump.
8.4,4,K Rabada,J Root,141.5 km/h,short length,on off stump.
8.3,0,K Rabada,J Root,140.0 km/h,short length,on middle stump.
8.2,1,K Rabada,J Roy,144.4 km/h,good length,on off stump.
8.1,0,K Rabada,J Roy,140.5 km/h,good length,just outside off stump.
7.6,0,L Ngidi,J Root,133.2 km/h,short length,outside off stump.
7.5,0,L Ngidi,J Root,133.6 km/h,short length,just outside off stump.
7.4,1,L Ngidi,J Roy,137.3 km/h,good length,outside off stump.
7.3,4,L Ngidi,J Roy,113.1 km/h,good length,outside off stump.
7.2,1,L Ngidi,J Root,117.0 km/h,full length,just outside off stump.
7.1,0,L Ngidi,J Root,135.4 km/h,good length,outside off stump.
6.6,0,K Rabada,J Roy,144.2 km/h,good length,just outside off stump.
6.5,0,K Rabada,J Roy,143.0 km/h,good length,outside off stump.
6.4,0,K Rabada,J Roy,142.0 km/h,good length,outside off stump.
6.3,0,K Rabada,J Roy,143.1 km/h,short length,outside off stump.
6.2,0,K Rabada,J Roy,144.3 km/h,good length,on off stump.
6.1,4,K Rabada,J Roy,140.6 km/h,good length,on off stump.
5.6,2,L Ngidi,J Root,133.9 km/h,full length,just outside off stump.
5.5,0,L Ngidi,J Root,136.0 km/h,good length,just outside off stump.
5.4,1,L Ngidi,J Roy,132.3 km/h,good length,outside off stump.
5.4,1Wd,L Ngidi,J Roy,,,
5.3,4,L Ngidi,J Roy,135.6 km/h,full length,going down leg.
5.2,0,L Ngidi,J Roy,133.5 km/h,good length,on middle stump.
5.1,2,L Ngidi,J Roy,136.2 km/h,good length,on middle stump.
4.6,0,I Tahir,J Root,93.7 km/h,full length,on leg stump.
4.5,2,I Tahir,J Root,90.8 km/h,full toss,going down leg.
4.4,4,I Tahir,J Root,83.0 km/h,good length,going down leg.
4.3,2,I Tahir,J Root,84.5 km/h,full length,outside off stump.
4.2,1,I Tahir,J Roy,82.3 km/h,good length,going down leg.
4.1,4,I Tahir,J Roy,90.1 km/h,short length,just outside off stump.
3.6,0,L Ngidi,J Root,135.4 km/h,good length,on off stump.
3.5,0,L Ngidi,J Root,134.2 km/h,good length,outside off stump.
3.4,4,L Ngidi,J Root,132.9 km/h,short length,just outside off stump.
3.3,0,L Ngidi,J Root,135.5 km/h,short length,just outside off stump.
3.2,0,L Ngidi,J Root,133.0 km/h,good length,outside off stump.
3.1,1,L Ngidi,J Roy,136.0 km/h,good length,outside off stump.
2.6,0,I Tahir,J Root,84.6 km/h,good length,on middle stump.
2.5,1,I Tahir,J Roy,91.8 km/h,short length,going down leg.
2.4,0,I Tahir,J Roy,92.5 km/h,short length,on middle stump.
2.3,1,I Tahir,J Root,89.1 km/h,good length,on off stump.
2.2,1,I Tahir,J Roy,83.8 km/h,good length,on off stump.
2.1,1,I Tahir,J Root,93.4 km/h,good length,on middle stump.
1.6,1,L Ngidi,J Root,134.3 km/h,good length,on leg stump.
1.5,4,L Ngidi,J Root,138.1 km/h,full length,outside off stump.
1.4,0,L Ngidi,J Root,133.8 km/h,full length,on off stump.
1.3,0,L Ngidi,J Root,133.8 km/h,short length,just outside off stump.
1.2,1,L Ngidi,J Roy,132.2 km/h,good length,on middle stump.
1.1,0,L Ngidi,J Roy,134.5 km/h,short length,just outside off stump.
0.6,0,I Tahir,J Root,87.7 km/h,good length,on middle stump.
0.5,0,I Tahir,J Root,87.1 km/h,good length,just outside off stump.
0.4,0,I Tahir,J Root,91.4 km/h,good length,on off stump.
0.3,0,I Tahir,J Root,87.7 km/h,good length,on off stump.
0.2,W,I Tahir,J Bairstow,91.7 km/h,good length,just outside off stump.
0.1,1,I Tahir,J Roy,93.4 km/h,good length,just outside off stump.
13.4,6,Wahab Riaz,N Pooran,137.2 km/h,short length,on middle stump.
13.3,0,Wahab Riaz,N Pooran,115.4 km/h,short length,outside off stump.
13.2,4,Wahab Riaz,N Pooran,140.7 km/h,short length,on off stump.
13.1,1,Wahab Riaz,S Hetmyer,142.5 km/h,full toss,going down leg.
13.1,1Wd,Wahab Riaz,S Hetmyer,,,
12.6,0,H Ali,N Pooran,140.4 km/h,short length,on middle stump.
12.5,1,H Ali,S Hetmyer,135.7 km/h,short length,on middle stump.
12.4,2,H Ali,S Hetmyer,140.6 km/h,full length,on middle stump.
12.3,0,H Ali,S Hetmyer,134.4 km/h,good length,on off stump.
12.2,0,H Ali,S Hetmyer,,,
12.1,2,H Ali,S Hetmyer,135.0 km/h,short length,going down leg.
11.6,0,Wahab Riaz,N Pooran,145.4 km/h,short length,just outside off stump.
11.5,2,Wahab Riaz,N Pooran,139.6 km/h,short length,outside off stump.
11.4,6,Wahab Riaz,N Pooran,139.0 km/h,short length,outside off stump.
11.3,4,Wahab Riaz,N Pooran,141.7 km/h,short length,outside off stump.
11.2,1,Wahab Riaz,S Hetmyer,140.4 km/h,short length,outside off stump.
11.1,1,Wahab Riaz,N Pooran,142.7 km/h,short length,just outside off stump.
10.6,0,M Amir,S Hetmyer,130.8 km/h,good length,just outside off stump.
10.5,W,M Amir,C Gayle,116.1 km/h,short length,on middle stump.
10.4,1,M Amir,N Pooran,130.3 km/h,short length,just outside off stump.
10.3,4,M Amir,N Pooran,132.4 km/h,good length,outside off stump.
10.2,1,M Amir,C Gayle,134.5 km/h,short length,going down leg.
10.1,0,M Amir,C Gayle,129.9 km/h,short length,going down leg.
9.6,0,Wahab Riaz,N Pooran,136.7 km/h,short length,outside off stump.
9.5,0,Wahab Riaz,N Pooran,142.2 km/h,short length,just outside off stump.
9.4,1Lb,Wahab Riaz,C Gayle,,,
9.3,4,Wahab Riaz,C Gayle,,,
9.2,4,Wahab Riaz,C Gayle,142.4 km/h,short length,going down leg.
9.1,6,Wahab Riaz,C Gayle,138.5 km/h,short length,outside off stump.
8.6,1,M Amir,C Gayle,131.6 km/h,short length,just outside off stump.
8.5,1,M Amir,N Pooran,126.7 km/h,good length,just outside off stump.
8.4,4,M Amir,N Pooran,138.7 km/h,short length,outside off stump.
8.3,0,M Amir,N Pooran,129.3 km/h,short length,on off stump.
8.2,1,M Amir,C Gayle,120.4 km/h,short length,just outside off stump.
8.1,1Lb,M Amir,N Pooran,,,
7.6,0,Wahab Riaz,C Gayle,139.4 km/h,short length,on middle stump.
7.5,0,Wahab Riaz,C Gayle,139.4 km/h,full toss,on middle stump.
7.4,0,Wahab Riaz,C Gayle,117.2 km/h,short length,outside off stump.
7.3,0,Wahab Riaz,C Gayle,136.5 km/h,short length,on off stump.
7.2,0,Wahab Riaz,C Gayle,142.6 km/h,short length,going down leg.
7.1,0,Wahab Riaz,C Gayle,139.4 km/h,short length,on off stump.
6.6,0,M Amir,N Pooran,130.1 km/h,short length,on middle stump.
6.5,1Lb,M Amir,C Gayle,,,
6.4,0,M Amir,C Gayle,134.9 km/h,good length,on off stump.
6.3,1,M Amir,N Pooran,135.9 km/h,good length,going down leg.
6.2,W,M Amir,DM Bravo,132.7 km/h,short length,just outside off stump.
6.1,0,M Amir,DM Bravo,132.3 km/h,short length,on off stump.
5.6,4,H Ali,C Gayle,141.4 km/h,short length,just outside off stump.
5.5,0,H Ali,C Gayle,122.5 km/h,short length,on middle stump.
5.4,0,H Ali,C Gayle,124.0 km/h,good length,on off stump.
5.3,0,H Ali,C Gayle,124.2 km/h,full length,going down leg.
5.2,4,H Ali,C Gayle,136.7 km/h,short length,just outside off stump.
5.1,0,H Ali,C Gayle,143.5 km/h,full toss,just outside off stump.
4.6,0,M Amir,DM Bravo,133.5 km/h,good length,on leg stump.
4.5,0,M Amir,DM Bravo,130.6 km/h,short length,just outside off stump.
4.5,1Wd,M Amir,DM Bravo,,,
4.4,1,M Amir,C Gayle,120.0 km/h,good length,going down leg.
4.3,W,M Amir,S Hope,130.1 km/h,short length,outside off stump.
4.2,0,M Amir,S Hope,117.6 km/h,short length,just outside off stump.
4.1,4,M Amir,S Hope,132.4 km/h,good length,outside off stump.
3.6,1,H Ali,S Hope,139.7 km/h,short length,on middle stump.
3.5,0,H Ali,S Hope,138.7 km/h,short length,just outside off stump.
3.4,1,H Ali,C Gayle,125.9 km/h,short length,just outside off stump.
3.3,6,H Ali,C Gayle,143.7 km/h,good length,just outside off stump.
3.2,6,H Ali,C Gayle,126.2 km/h,good length,on off stump.
3.1,2,H Ali,C Gayle,141.5 km/h,short length,on middle stump.
2.6,0,M Amir,S Hope,135.0 km/h,short length,outside off stump.
2.5,0,M Amir,S Hope,130.4 km/h,short length,on middle stump.
2.4,2,M Amir,S Hope,136.1 km/h,short length,outside off stump.
2.3,0,M Amir,S Hope,131.4 km/h,good length,outside off stump.
2.2,0,M Amir,S Hope,131.6 km/h,short length,just outside off stump.
2.1,2,M Amir,S Hope,132.4 km/h,short length,outside off stump.
1.6,0,H Ali,C Gayle,142.6 km/h,full length,on leg stump.
1.5,4,H Ali,C Gayle,143.0 km/h,good length,outside off stump.
1.4,4,H Ali,C Gayle,139.8 km/h,short length,on off stump.
1.3,0,H Ali,C Gayle,142.8 km/h,full toss,just outside off stump.
1.2,1,H Ali,S Hope,141.1 km/h,good length,just outside off stump.
1.2,1Wd,H Ali,S Hope,,,
1.1,0,H Ali,S Hope,137.8 km/h,full length,on middle stump.
0.6,1,M Amir,S Hope,130.6 km/h,short length,on middle stump.
0.5,0,M Amir,S Hope,134.0 km/h,good length,outside off stump.
0.4,0,M Amir,S Hope,129.9 km/h,full length,just outside off stump.
0.3,0,M Amir,S Hope,130.1 km/h,good length,on middle stump.
0.2,1,M Amir,C Gayle,129.8 km/h,good length,on middle stump.
0.1,0,M Amir,C Gayle,131.3 km/h,good length,on middle stump.
21.4,W,O Thomas,Wahab Riaz,144.9 km/h,full length,on middle stump.
21.3,1,O Thomas,M Amir,138.9 km/h,good length,outside off stump.
21.3,1Nb,O Thomas,M Amir,,,
21.2,0,O Thomas,M Amir,130.9 km/h,short length,on off stump.
21.1,0,O Thomas,M Amir,142.3 km/h,full toss,just outside off stump.
20.6,6,J Holder,Wahab Riaz,131.6 km/h,short length,going down leg.
20.5,4,J Holder,Wahab Riaz,131.5 km/h,full length,on off stump.
20.4,0,J Holder,Wahab Riaz,,,
20.3,0,J Holder,Wahab Riaz,131.7 km/h,full length,going down leg.
20.2,6,J Holder,Wahab Riaz,132.6 km/h,short length,going down leg.
20.1,1,J Holder,M Amir,131.0 km/h,short length,going down leg.
19.6,1,O Thomas,M Amir,136.2 km/h,short length,going down leg.
19.5,1,O Thomas,Wahab Riaz,139.7 km/h,short length,going down leg.
19.4,0,O Thomas,Wahab Riaz,136.9 km/h,short length,going down leg.
19.4,1Nb,O Thomas,Wahab Riaz,,,
19.3,W,O Thomas,M Hafeez,137.2 km/h,short length,on middle stump.
19.2,0,O Thomas,M Hafeez,132.5 km/h,short length,going down leg.
19.1,0,O Thomas,M Hafeez,139.4 km/h,good length,on middle stump.
18.6,1,J Holder,M Hafeez,130.6 km/h,good length,going down leg.
18.5,1,J Holder,Wahab Riaz,131.4 km/h,short length,just outside off stump.
18.4,0,J Holder,Wahab Riaz,134.2 km/h,good length,on middle stump.
18.3,W,J Holder,H Ali,126.0 km/h,short length,just outside off stump.
18.2,0,J Holder,H Ali,131.2 km/h,good length,just outside off stump.
18.1,1,J Holder,M Hafeez,130.4 km/h,short length,going down leg.
17.6,1,O Thomas,M Hafeez,140.1 km/h,short length,on leg stump.
17.5,1,O Thomas,H Ali,137.7 km/h,short length,going down leg.
17.4,0,O Thomas,H Ali,140.3 km/h,full length,just outside off stump.
17.3,W,O Thomas,S Khan,138.6 km/h,full length,on middle stump.
17.2,1,O Thomas,M Hafeez,140.9 km/h,good length,on middle stump.
17.1,0,O Thomas,M Hafeez,140.6 km/h,good length,just outside off stump.
16.6,W,J Holder,I Wasim,124.2 km/h,short length,going down leg.
16.5,1,J Holder,M Hafeez,134.5 km/h,short length,going down leg.
16.4,0,J Holder,M Hafeez,129.4 km/h,short length,just outside off stump.
16.3,1,J Holder,I Wasim,127.3 km/h,short length,on off stump.
16.2,0,J Holder,I Wasim,131.0 km/h,short length,just outside off stump.
16.1,W,J Holder,S Ahmed,126.1 km/h,good length,going down leg.
15.6,0,O Thomas,M Hafeez,139.4 km/h,full toss,just outside off stump.
15.5,2,O Thomas,M Hafeez,,,
15.5,1Wd,O Thomas,M Hafeez,,,
15.4,0,O Thomas,M Hafeez,137.3 km/h,good length,going down leg.
15.3,0,O Thomas,M Hafeez,142.7 km/h,good length,just outside off stump.
